days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
461,0.0,21556070.0,117503.572,21440160.50700001,0.0,660312.0,4415.286,655896.8770000001,1314872.0,53779269.0,49334978.0,1314872.0,39802816.0,49334978.0,13976336.0,13976353.57142857,149.0,151.0,0.000705001740745039,-0.13897005918533134,6847.0,456.0,1579.0,4473.0
462,0.0,21556070.0,117503.572,21557664.079000007,0.0,660312.0,4415.286,660312.1630000002,1351436.0,54583381.0,50686414.0,1351436.0,40364641.0,50686414.0,14218622.0,14218647.857142856,152.0,154.0,0.0007009400023209935,-0.13897005918533134,6954.0,456.0,1605.0,4435.0
463,871671.0,22427741.0,124524.42899999996,21682188.50800001,31991.0,692303.0,4570.144,664882.307,1347950.0,54930854.0,52034364.0,1347950.0,40640049.0,52034364.0,14290687.0,14343707.142857144,154.0,156.0,0.0006974585122432402,-0.13948357897179994,6998.0,456.0,1684.0,4427.0
464,0.0,22427741.0,124524.42899999996,21806712.93700001,0.0,692303.0,4570.144,669452.4510000001,1369458.0,56691610.0,53403822.0,1369458.0,41744319.0,53403822.0,14947173.0,14947215.42857143,155.0,157.0,0.0006933967738191946,-0.13948357897179994,7076.0,456.0,1680.0,4393.0
465,0.0,22427741.0,124524.42899999996,21931237.36600001,0.0,692303.0,4570.144,674022.5950000002,1353987.0,58346919.0,54757809.0,1353987.0,42738173.0,54757809.0,15608627.0,15608677.714285715,160.0,162.0,0.0006893350353951491,-0.13948357897179994,7103.0,456.0,1688.0,4302.0
466,0.0,22427741.0,124524.42899999996,22055761.795000006,0.0,692303.0,4570.144,678592.7390000002,1345101.0,59927229.0,56102910.0,1345101.0,43666602.0,56102910.0,16260508.0,16260509.0,164.0,166.0,0.0006823720552396426,-0.13948357897179994,7204.0,456.0,1653.0,4303.0
467,0.0,22427741.0,124524.42899999996,22180286.224000007,0.0,692303.0,4570.144,683162.8830000001,1305747.0,61353869.0,57408657.0,1305747.0,44437534.0,57408657.0,16916214.0,16939164.0,170.0,172.0,0.0006759893234304283,-0.13948357897179994,7211.0,456.0,1640.0,4231.0
468,0.0,22427741.0,124524.42899999996,22304810.65300001,0.0,692303.0,4570.144,687733.0270000005,1291403.0,62928222.0,58700060.0,1291403.0,45133916.0,58700060.0,17794184.0,17794331.375,174.0,176.0,0.0006701868399675062,-0.13948357897179994,7302.0,456.0,1591.0,4172.0
469,0.0,22427741.0,124524.42899999996,22429335.082000006,0.0,692303.0,4570.144,692303.1710000002,1307575.0,63856405.0,60007635.0,1307575.0,45635221.0,60007635.0,18221062.0,18221355.75,176.0,178.0,0.0006667053498897529,-0.13948357897179994,7339.0,456.0,1571.0,4172.0
470,914251.0,23341992.0,130607.28600000001,22559942.367999993,33704.0,726007.0,4814.858,697118.0290000001,1299956.0,64207828.0,61307591.0,1299956.0,45873119.0,61307591.0,18334587.0,18335027.125,176.0,178.0,0.0006632238598119995,-0.13927991180225135,7503.0,456.0,1550.0,4127.0
